"png","jpeg"
"pokemon_icon_006_52.png","pokemon_icon_006_52.jpeg"
"pokemon_icon_006_52_shiny.png","pokemon_icon_006_52_shiny.jpeg"
"pokemon_icon_007_00.png","pokemon_icon_007_00.jpeg"
"pokemon_icon_007_00_05.png","pokemon_icon_007_00_05.jpeg"
"pokemon_icon_007_00_05_shiny.png","pokemon_icon_007_00_05_shiny.jpeg"
"pokemon_icon_007_00_11.png","pokemon_icon_007_00_11.jpeg"
"pokemon_icon_007_00_11_shiny.png","pokemon_icon_007_00_11_shiny.jpeg"
"pokemon_icon_007_00_14.png","pokemon_icon_007_00_14.jpeg"
"pokemon_icon_007_00_14_shiny.png","pokemon_icon_007_00_14_shiny.jpeg"
"pokemon_icon_007_00_shiny.png","pokemon_icon_007_00_shiny.jpeg"
"pokemon_icon_008_00.png","pokemon_icon_008_00.jpeg"
"pokemon_icon_008_00_05.png","pokemon_icon_008_00_05.jpeg"
"pokemon_icon_008_00_05_shiny.png","pokemon_icon_008_00_05_shiny.jpeg"
"pokemon_icon_008_00_shiny.png","pokemon_icon_008_00_shiny.jpeg"
"pokemon_icon_009_00.png","pokemon_icon_009_00.jpeg"
"pokemon_icon_009_00_05.png","pokemon_icon_009_00_05.jpeg"
"pokemon_icon_009_00_05_shiny.png","pokemon_icon_009_00_05_shiny.jpeg"
"pokemon_icon_009_00_shiny.png","pokemon_icon_009_00_shiny.jpeg"
"pokemon_icon_009_51.png","pokemon_icon_009_51.jpeg"
"pokemon_icon_009_51_shiny.png","pokemon_icon_009_51_shiny.jpeg"
"pokemon_icon_010_00.png","pokemon_icon_010_00.jpeg"
"pokemon_icon_010_00_shiny.png","pokemon_icon_010_00_shiny.jpeg"
"pokemon_icon_011_00.png","pokemon_icon_011_00.jpeg"
"pokemon_icon_011_00_shiny.png","pokemon_icon_011_00_shiny.jpeg"
"pokemon_icon_012_00.png","pokemon_icon_012_00.jpeg"
"pokemon_icon_012_00_shiny.png","pokemon_icon_012_00_shiny.jpeg"
"pokemon_icon_012_01.png","pokemon_icon_012_01.jpeg"
"pokemon_icon_012_01_shiny.png","pokemon_icon_012_01_shiny.jpeg"
"pokemon_icon_013_00.png","pokemon_icon_013_00.jpeg"
"pokemon_icon_013_00_shiny.png","pokemon_icon_013_00_shiny.jpeg"
"pokemon_icon_014_00.png","pokemon_icon_014_00.jpeg"
"pokemon_icon_014_00_shiny.png","pokemon_icon_014_00_shiny.jpeg"
"pokemon_icon_015_00.png","pokemon_icon_015_00.jpeg"
"pokemon_icon_015_00_shiny.png","pokemon_icon_015_00_shiny.jpeg"
"pokemon_icon_015_51.png","pokemon_icon_015_51.jpeg"
"pokemon_icon_015_51_shiny.png","pokemon_icon_015_51_shiny.jpeg"
"pokemon_icon_016_00.png","pokemon_icon_016_00.jpeg"
"pokemon_icon_016_00_shiny.png","pokemon_icon_016_00_shiny.jpeg"
"pokemon_icon_017_00.png","pokemon_icon_017_00.jpeg"
"pokemon_icon_017_00_shiny.png","pokemon_icon_017_00_shiny.jpeg"
"pokemon_icon_018_00.png","pokemon_icon_018_00.jpeg"
"pokemon_icon_018_00_shiny.png","pokemon_icon_018_00_shiny.jpeg"
"pokemon_icon_018_51.png","pokemon_icon_018_51.jpeg"
"pokemon_icon_018_51_shiny.png","pokemon_icon_018_51_shiny.jpeg"
"pokemon_icon_019_00.png","pokemon_icon_019_00.jpeg"
"pokemon_icon_019_00_shiny.png","pokemon_icon_019_00_shiny.jpeg"
"pokemon_icon_019_01.png","pokemon_icon_019_01.jpeg"
"pokemon_icon_019_01_shiny.png","pokemon_icon_019_01_shiny.jpeg"
"pokemon_icon_019_61.png","pokemon_icon_019_61.jpeg"
"pokemon_icon_019_61_shiny.png","pokemon_icon_019_61_shiny.jpeg"
"pokemon_icon_020_00.png","pokemon_icon_020_00.jpeg"
"pokemon_icon_020_00_11.png","pokemon_icon_020_00_11.jpeg"
"pokemon_icon_020_00_11_shiny.png","pokemon_icon_020_00_11_shiny.jpeg"
"pokemon_icon_020_00_shiny.png","pokemon_icon_020_00_shiny.jpeg"
"pokemon_icon_020_01.png","pokemon_icon_020_01.jpeg"
"pokemon_icon_020_01_11.png","pokemon_icon_020_01_11.jpeg"
"pokemon_icon_020_01_11_shiny.png","pokemon_icon_020_01_11_shiny.jpeg"
"pokemon_icon_020_01_shiny.png","pokemon_icon_020_01_shiny.jpeg"
"pokemon_icon_020_61.png","pokemon_icon_020_61.jpeg"
"pokemon_icon_020_61_shiny.png","pokemon_icon_020_61_shiny.jpeg"
"pokemon_icon_021_00.png","pokemon_icon_021_00.jpeg"
"pokemon_icon_021_00_shiny.png","pokemon_icon_021_00_shiny.jpeg"
"pokemon_icon_022_00.png","pokemon_icon_022_00.jpeg"
"pokemon_icon_022_00_shiny.png","pokemon_icon_022_00_shiny.jpeg"
"pokemon_icon_023_00.png","pokemon_icon_023_00.jpeg"
"pokemon_icon_023_00_shiny.png","pokemon_icon_023_00_shiny.jpeg"
"pokemon_icon_024_00.png","pokemon_icon_024_00.jpeg"
"pokemon_icon_024_00_shiny.png","pokemon_icon_024_00_shiny.jpeg"
"pokemon_icon_025_00.png","pokemon_icon_025_00.jpeg"
"pokemon_icon_025_00_01.png","pokemon_icon_025_00_01.jpeg"
"pokemon_icon_025_00_01_shiny.png","pokemon_icon_025_00_01_shiny.jpeg"
"pokemon_icon_025_00_02.png","pokemon_icon_025_00_02.jpeg"
"pokemon_icon_025_00_02_shiny.png","pokemon_icon_025_00_02_shiny.jpeg"
"pokemon_icon_025_00_03.png","pokemon_icon_025_00_03.jpeg"
"pokemon_icon_025_00_03_shiny.png","pokemon_icon_025_00_03_shiny.jpeg"
"pokemon_icon_025_00_04.png","pokemon_icon_025_00_04.jpeg"
"pokemon_icon_025_00_04_shiny.png","pokemon_icon_025_00_04_shiny.jpeg"
"pokemon_icon_025_00_05.png","pokemon_icon_025_00_05.jpeg"
"pokemon_icon_025_00_05_shiny.png","pokemon_icon_025_00_05_shiny.jpeg"
"pokemon_icon_025_00_06.png","pokemon_icon_025_00_06.jpeg"
"pokemon_icon_025_00_06_shiny.png","pokemon_icon_025_00_06_shiny.jpeg"
"pokemon_icon_025_00_07.png","pokemon_icon_025_00_07.jpeg"
"pokemon_icon_025_00_07_shiny.png","pokemon_icon_025_00_07_shiny.jpeg"
"pokemon_icon_025_00_08.png","pokemon_icon_025_00_08.jpeg"
"pokemon_icon_025_00_08_shiny.png","pokemon_icon_025_00_08_shiny.jpeg"
"pokemon_icon_025_00_09.png","pokemon_icon_025_00_09.jpeg"
"pokemon_icon_025_00_09_shiny.png","pokemon_icon_025_00_09_shiny.jpeg"
"pokemon_icon_025_00_10.png","pokemon_icon_025_00_10.jpeg"
"pokemon_icon_025_00_10_shiny.png","pokemon_icon_025_00_10_shiny.jpeg"
"pokemon_icon_025_00_11.png","pokemon_icon_025_00_11.jpeg"
"pokemon_icon_025_00_11_shiny.png","pokemon_icon_025_00_11_shiny.jpeg"
"pokemon_icon_025_00_12.png","pokemon_icon_025_00_12.jpeg"
"pokemon_icon_025_00_12_shiny.png","pokemon_icon_025_00_12_shiny.jpeg"
"pokemon_icon_025_00_13.png","pokemon_icon_025_00_13.jpeg"
"pokemon_icon_025_00_13_shiny.png","pokemon_icon_025_00_13_shiny.jpeg"
"pokemon_icon_025_00_22.png","pokemon_icon_025_00_22.jpeg"
"pokemon_icon_025_00_22_shiny.png","pokemon_icon_025_00_22_shiny.jpeg"
"pokemon_icon_025_00_23.png","pokemon_icon_025_00_23.jpeg"
"pokemon_icon_025_00_23_shiny.png","pokemon_icon_025_00_23_shiny.jpeg"
"pokemon_icon_025_00_24.png","pokemon_icon_025_00_24.jpeg"
"pokemon_icon_025_00_24_shiny.png","pokemon_icon_025_00_24_shiny.jpeg"
"pokemon_icon_025_00_25.png","pokemon_icon_025_00_25.jpeg"
"pokemon_icon_025_00_25_shiny.png","pokemon_icon_025_00_25_shiny.jpeg"
"pokemon_icon_025_00_27.png","pokemon_icon_025_00_27.jpeg"
"pokemon_icon_025_00_27_shiny.png","pokemon_icon_025_00_27_shiny.jpeg"
"pokemon_icon_025_00_shiny.png","pokemon_icon_025_00_shiny.jpeg"
"pokemon_icon_025_01.png","pokemon_icon_025_01.jpeg"
"pokemon_icon_025_01_01.png","pokemon_icon_025_01_01.jpeg"
"pokemon_icon_025_01_01_shiny.png","pokemon_icon_025_01_01_shiny.jpeg"
"pokemon_icon_025_01_02.png","pokemon_icon_025_01_02.jpeg"
"pokemon_icon_025_01_02_shiny.png","pokemon_icon_025_01_02_shiny.jpeg"
"pokemon_icon_025_01_03.png","pokemon_icon_025_01_03.jpeg"
"pokemon_icon_025_01_03_shiny.png","pokemon_icon_025_01_03_shiny.jpeg"
"pokemon_icon_025_01_04.png","pokemon_icon_025_01_04.jpeg"
"pokemon_icon_025_01_04_shiny.png","pokemon_icon_025_01_04_shiny.jpeg"
"pokemon_icon_025_01_05.png","pokemon_icon_025_01_05.jpeg"
"pokemon_icon_025_01_05_shiny.png","pokemon_icon_025_01_05_shiny.jpeg"
"pokemon_icon_025_01_06.png","pokemon_icon_025_01_06.jpeg"
"pokemon_icon_025_01_06_shiny.png","pokemon_icon_025_01_06_shiny.jpeg"
"pokemon_icon_025_01_07.png","pokemon_icon_025_01_07.jpeg"
"pokemon_icon_025_01_07_shiny.png","pokemon_icon_025_01_07_shiny.jpeg"
"pokemon_icon_025_01_08.png","pokemon_icon_025_01_08.jpeg"
"pokemon_icon_025_01_08_shiny.png","pokemon_icon_025_01_08_shiny.jpeg"
"pokemon_icon_025_01_09.png","pokemon_icon_025_01_09.jpeg"
"pokemon_icon_025_01_09_shiny.png","pokemon_icon_025_01_09_shiny.jpeg"
"pokemon_icon_025_01_10.png","pokemon_icon_025_01_10.jpeg"
"pokemon_icon_025_01_10_shiny.png","pokemon_icon_025_01_10_shiny.jpeg"
"pokemon_icon_025_01_11.png","pokemon_icon_025_01_11.jpeg"
"pokemon_icon_025_01_11_shiny.png","pokemon_icon_025_01_11_shiny.jpeg"
"pokemon_icon_025_01_12.png","pokemon_icon_025_01_12.jpeg"
"pokemon_icon_025_01_12_shiny.png","pokemon_icon_025_01_12_shiny.jpeg"
"pokemon_icon_025_01_13.png","pokemon_icon_025_01_13.jpeg"
"pokemon_icon_025_01_13_shiny.png","pokemon_icon_025_01_13_shiny.jpeg"
"pokemon_icon_025_01_22.png","pokemon_icon_025_01_22.jpeg"
"pokemon_icon_025_01_22_shiny.png","pokemon_icon_025_01_22_shiny.jpeg"
"pokemon_icon_025_01_23.png","pokemon_icon_025_01_23.jpeg"
"pokemon_icon_025_01_23_shiny.png","pokemon_icon_025_01_23_shiny.jpeg"
"pokemon_icon_025_01_24.png","pokemon_icon_025_01_24.jpeg"
"pokemon_icon_025_01_24_shiny.png","pokemon_icon_025_01_24_shiny.jpeg"
"pokemon_icon_025_01_25.png","pokemon_icon_025_01_25.jpeg"
"pokemon_icon_025_01_25_shiny.png","pokemon_icon_025_01_25_shiny.jpeg"
"pokemon_icon_025_01_27.png","pokemon_icon_025_01_27.jpeg"
"pokemon_icon_025_01_27_shiny.png","pokemon_icon_025_01_27_shiny.jpeg"
"pokemon_icon_025_01_shiny.png","pokemon_icon_025_01_shiny.jpeg"
"pokemon_icon_025_16.png","pokemon_icon_025_16.jpeg"
"pokemon_icon_025_16_shiny.png","pokemon_icon_025_16_shiny.jpeg"
"pokemon_icon_026_00.png","pokemon_icon_026_00.jpeg"
"pokemon_icon_026_00_01.png","pokemon_icon_026_00_01.jpeg"
"pokemon_icon_026_00_01_shiny.png","pokemon_icon_026_00_01_shiny.jpeg"
"pokemon_icon_026_00_02.png","pokemon_icon_026_00_02.jpeg"
"pokemon_icon_026_00_02_shiny.png","pokemon_icon_026_00_02_shiny.jpeg"
"pokemon_icon_026_00_03.png","pokemon_icon_026_00_03.jpeg"
"pokemon_icon_026_00_03_shiny.png","pokemon_icon_026_00_03_shiny.jpeg"
"pokemon_icon_026_00_04.png","pokemon_icon_026_00_04.jpeg"
"pokemon_icon_026_00_04_shiny.png","pokemon_icon_026_00_04_shiny.jpeg"
"pokemon_icon_026_00_05.png","pokemon_icon_026_00_05.jpeg"
"pokemon_icon_026_00_05_shiny.png","pokemon_icon_026_00_05_shiny.jpeg"
"pokemon_icon_026_00_06.png","pokemon_icon_026_00_06.jpeg"
"pokemon_icon_026_00_06_shiny.png","pokemon_icon_026_00_06_shiny.jpeg"
"pokemon_icon_026_00_07.png","pokemon_icon_026_00_07.jpeg"
"pokemon_icon_026_00_07_shiny.png","pokemon_icon_026_00_07_shiny.jpeg"
"pokemon_icon_026_00_08.png","pokemon_icon_026_00_08.jpeg"
"pokemon_icon_026_00_08_shiny.png","pokemon_icon_026_00_08_shiny.jpeg"
"pokemon_icon_026_00_09.png","pokemon_icon_026_00_09.jpeg"
"pokemon_icon_026_00_09_shiny.png","pokemon_icon_026_00_09_shiny.jpeg"
"pokemon_icon_026_00_27.png","pokemon_icon_026_00_27.jpeg"
"pokemon_icon_026_00_27_shiny.png","pokemon_icon_026_00_27_shiny.jpeg"
"pokemon_icon_026_00_shiny.png","pokemon_icon_026_00_shiny.jpeg"
"pokemon_icon_026_01.png","pokemon_icon_026_01.jpeg"
"pokemon_icon_026_01_01.png","pokemon_icon_026_01_01.jpeg"
"pokemon_icon_026_01_01_shiny.png","pokemon_icon_026_01_01_shiny.jpeg"
"pokemon_icon_026_01_02.png","pokemon_icon_026_01_02.jpeg"
"pokemon_icon_026_01_02_shiny.png","pokemon_icon_026_01_02_shiny.jpeg"
"pokemon_icon_026_01_03.png","pokemon_icon_026_01_03.jpeg"
"pokemon_icon_026_01_03_shiny.png","pokemon_icon_026_01_03_shiny.jpeg"
"pokemon_icon_026_01_04.png","pokemon_icon_026_01_04.jpeg"
"pokemon_icon_026_01_04_shiny.png","pokemon_icon_026_01_04_shiny.jpeg"
"pokemon_icon_026_01_05.png","pokemon_icon_026_01_05.jpeg"
"pokemon_icon_026_01_05_shiny.png","pokemon_icon_026_01_05_shiny.jpeg"
"pokemon_icon_026_01_06.png","pokemon_icon_026_01_06.jpeg"
"pokemon_icon_026_01_06_shiny.png","pokemon_icon_026_01_06_shiny.jpeg"
"pokemon_icon_026_01_07.png","pokemon_icon_026_01_07.jpeg"
"pokemon_icon_026_01_07_shiny.png","pokemon_icon_026_01_07_shiny.jpeg"
"pokemon_icon_026_01_08.png","pokemon_icon_026_01_08.jpeg"
"pokemon_icon_026_01_08_shiny.png","pokemon_icon_026_01_08_shiny.jpeg"
"pokemon_icon_026_01_09.png","pokemon_icon_026_01_09.jpeg"
"pokemon_icon_026_01_09_shiny.png","pokemon_icon_026_01_09_shiny.jpeg"
"pokemon_icon_026_01_27.png","pokemon_icon_026_01_27.jpeg"
"pokemon_icon_026_01_27_shiny.png","pokemon_icon_026_01_27_shiny.jpeg"
"pokemon_icon_026_01_shiny.png","pokemon_icon_026_01_shiny.jpeg"
"pokemon_icon_026_61.png","pokemon_icon_026_61.jpeg"
"pokemon_icon_026_61_01.png","pokemon_icon_026_61_01.jpeg"
"pokemon_icon_026_61_01_shiny.png","pokemon_icon_026_61_01_shiny.jpeg"
"pokemon_icon_026_61_02.png","pokemon_icon_026_61_02.jpeg"
"pokemon_icon_026_61_02_shiny.png","pokemon_icon_026_61_02_shiny.jpeg"
"pokemon_icon_026_61_03.png","pokemon_icon_026_61_03.jpeg"
"pokemon_icon_026_61_03_shiny.png","pokemon_icon_026_61_03_shiny.jpeg"
"pokemon_icon_026_61_04.png","pokemon_icon_026_61_04.jpeg"
"pokemon_icon_026_61_04_shiny.png","pokemon_icon_026_61_04_shiny.jpeg"
"pokemon_icon_026_61_05.png","pokemon_icon_026_61_05.jpeg"
"pokemon_icon_026_61_05_shiny.png","pokemon_icon_026_61_05_shiny.jpeg"
"pokemon_icon_026_61_shiny.png","pokemon_icon_026_61_shiny.jpeg"
"pokemon_icon_027_00.png","pokemon_icon_027_00.jpeg"
"pokemon_icon_027_00_shiny.png","pokemon_icon_027_00_shiny.jpeg"
"pokemon_icon_027_61.png","pokemon_icon_027_61.jpeg"
"pokemon_icon_027_61_shiny.png","pokemon_icon_027_61_shiny.jpeg"
"pokemon_icon_028_00.png","pokemon_icon_028_00.jpeg"
"pokemon_icon_028_00_shiny.png","pokemon_icon_028_00_shiny.jpeg"
"pokemon_icon_028_61.png","pokemon_icon_028_61.jpeg"
"pokemon_icon_028_61_shiny.png","pokemon_icon_028_61_shiny.jpeg"
"pokemon_icon_029_00.png","pokemon_icon_029_00.jpeg"
"pokemon_icon_029_00_shiny.png","pokemon_icon_029_00_shiny.jpeg"
"pokemon_icon_030_00.png","pokemon_icon_030_00.jpeg"
"pokemon_icon_030_00_shiny.png","pokemon_icon_030_00_shiny.jpeg"
"pokemon_icon_031_00.png","pokemon_icon_031_00.jpeg"
"pokemon_icon_031_00_shiny.png","pokemon_icon_031_00_shiny.jpeg"
"pokemon_icon_032_00.png","pokemon_icon_032_00.jpeg"
"pokemon_icon_032_00_shiny.png","pokemon_icon_032_00_shiny.jpeg"
"pokemon_icon_033_00.png","pokemon_icon_033_00.jpeg"
"pokemon_icon_033_00_11.png","pokemon_icon_033_00_11.jpeg"
"pokemon_icon_033_00_11_shiny.png","pokemon_icon_033_00_11_shiny.jpeg"
"pokemon_icon_033_00_shiny.png","pokemon_icon_033_00_shiny.jpeg"
"pokemon_icon_034_00.png","pokemon_icon_034_00.jpeg"
"pokemon_icon_034_00_shiny.png","pokemon_icon_034_00_shiny.jpeg"
"pokemon_icon_035_00.png","pokemon_icon_035_00.jpeg"
"pokemon_icon_035_00_shiny.png","pokemon_icon_035_00_shiny.jpeg"
"pokemon_icon_036_00.png","pokemon_icon_036_00.jpeg"
"pokemon_icon_036_00_shiny.png","pokemon_icon_036_00_shiny.jpeg"
"pokemon_icon_037_00.png","pokemon_icon_037_00.jpeg"
"pokemon_icon_037_00_shiny.png","pokemon_icon_037_00_shiny.jpeg"
"pokemon_icon_037_61.png","pokemon_icon_037_61.jpeg"
"pokemon_icon_037_61_shiny.png","pokemon_icon_037_61_shiny.jpeg"
"pokemon_icon_038_00.png","pokemon_icon_038_00.jpeg"
"pokemon_icon_038_00_shiny.png","pokemon_icon_038_00_shiny.jpeg"
"pokemon_icon_038_61.png","pokemon_icon_038_61.jpeg"
"pokemon_icon_038_61_shiny.png","pokemon_icon_038_61_shiny.jpeg"
"pokemon_icon_039_00.png","pokemon_icon_039_00.jpeg"
"pokemon_icon_039_00_shiny.png","pokemon_icon_039_00_shiny.jpeg"
"pokemon_icon_040_00.png","pokemon_icon_040_00.jpeg"
"pokemon_icon_040_00_shiny.png","pokemon_icon_040_00_shiny.jpeg"
"pokemon_icon_041_00.png","pokemon_icon_041_00.jpeg"
"pokemon_icon_041_00_shiny.png","pokemon_icon_041_00_shiny.jpeg"
"pokemon_icon_041_01.png","pokemon_icon_041_01.jpeg"
"pokemon_icon_041_01_shiny.png","pokemon_icon_041_01_shiny.jpeg"
"pokemon_icon_042_00.png","pokemon_icon_042_00.jpeg"
"pokemon_icon_042_00_shiny.png","pokemon_icon_042_00_shiny.jpeg"
"pokemon_icon_042_01.png","pokemon_icon_042_01.jpeg"
"pokemon_icon_042_01_shiny.png","pokemon_icon_042_01_shiny.jpeg"
"pokemon_icon_043_00.png","pokemon_icon_043_00.jpeg"
"pokemon_icon_043_00_shiny.png","pokemon_icon_043_00_shiny.jpeg"
"pokemon_icon_044_00.png","pokemon_icon_044_00.jpeg"
"pokemon_icon_044_00_shiny.png","pokemon_icon_044_00_shiny.jpeg"
"pokemon_icon_044_01.png","pokemon_icon_044_01.jpeg"
"pokemon_icon_044_01_shiny.png","pokemon_icon_044_01_shiny.jpeg"
"pokemon_icon_045_00.png","pokemon_icon_045_00.jpeg"
"pokemon_icon_045_00_shiny.png","pokemon_icon_045_00_shiny.jpeg"
"pokemon_icon_045_01.png","pokemon_icon_045_01.jpeg"
"pokemon_icon_045_01_shiny.png","pokemon_icon_045_01_shiny.jpeg"
"pokemon_icon_046_00.png","pokemon_icon_046_00.jpeg"
"pokemon_icon_046_00_shiny.png","pokemon_icon_046_00_shiny.jpeg"
"pokemon_icon_047_00.png","pokemon_icon_047_00.jpeg"
"pokemon_icon_047_00_shiny.png","pokemon_icon_047_00_shiny.jpeg"
"pokemon_icon_048_00.png","pokemon_icon_048_00.jpeg"
"pokemon_icon_048_00_shiny.png","pokemon_icon_048_00_shiny.jpeg"
"pokemon_icon_049_00.png","pokemon_icon_049_00.jpeg"
"pokemon_icon_049_00_shiny.png","pokemon_icon_049_00_shiny.jpeg"
"pokemon_icon_050_00.png","pokemon_icon_050_00.jpeg"
"pokemon_icon_050_00_shiny.png","pokemon_icon_050_00_shiny.jpeg"
"pokemon_icon_050_61.png","pokemon_icon_050_61.jpeg"
"pokemon_icon_050_61_shiny.png","pokemon_icon_050_61_shiny.jpeg"
"pokemon_icon_051_00.png","pokemon_icon_051_00.jpeg"
"pokemon_icon_051_00_shiny.png","pokemon_icon_051_00_shiny.jpeg"
"pokemon_icon_051_61.png","pokemon_icon_051_61.jpeg"
"pokemon_icon_051_61_shiny.png","pokemon_icon_051_61_shiny.jpeg"
"pokemon_icon_052_00.png","pokemon_icon_052_00.jpeg"
"pokemon_icon_052_00_shiny.png","pokemon_icon_052_00_shiny.jpeg"
"pokemon_icon_052_31.png","pokemon_icon_052_31.jpeg"
"pokemon_icon_052_31_shiny.png","pokemon_icon_052_31_shiny.jpeg"
"pokemon_icon_052_61.png","pokemon_icon_052_61.jpeg"
"pokemon_icon_052_61_shiny.png","pokemon_icon_052_61_shiny.jpeg"
"pokemon_icon_053_00.png","pokemon_icon_053_00.jpeg"
"pokemon_icon_053_00_shiny.png","pokemon_icon_053_00_shiny.jpeg"
"pokemon_icon_053_61.png","pokemon_icon_053_61.jpeg"
"pokemon_icon_053_61_shiny.png","pokemon_icon_053_61_shiny.jpeg"
"pokemon_icon_054_00.png","pokemon_icon_054_00.jpeg"
"pokemon_icon_054_00_shiny.png","pokemon_icon_054_00_shiny.jpeg"
"pokemon_icon_055_00.png","pokemon_icon_055_00.jpeg"
"pokemon_icon_055_00_shiny.png","pokemon_icon_055_00_shiny.jpeg"
"pokemon_icon_056_00.png","pokemon_icon_056_00.jpeg"
"pokemon_icon_056_00_shiny.png","pokemon_icon_056_00_shiny.jpeg"
"pokemon_icon_057_00.png","pokemon_icon_057_00.jpeg"
"pokemon_icon_057_00_shiny.png","pokemon_icon_057_00_shiny.jpeg"
"pokemon_icon_058_00.png","pokemon_icon_058_00.jpeg"
"pokemon_icon_058_00_shiny.png","pokemon_icon_058_00_shiny.jpeg"
"pokemon_icon_059_00.png","pokemon_icon_059_00.jpeg"
"pokemon_icon_059_00_shiny.png","pokemon_icon_059_00_shiny.jpeg"
"pokemon_icon_060_00.png","pokemon_icon_060_00.jpeg"
"pokemon_icon_060_00_shiny.png","pokemon_icon_060_00_shiny.jpeg"
"pokemon_icon_061_00.png","pokemon_icon_061_00.jpeg"
"pokemon_icon_061_00_shiny.png","pokemon_icon_061_00_shiny.jpeg"
"pokemon_icon_062_00.png","pokemon_icon_062_00.jpeg"
"pokemon_icon_062_00_shiny.png","pokemon_icon_062_00_shiny.jpeg"
"pokemon_icon_063_00.png","pokemon_icon_063_00.jpeg"
"pokemon_icon_063_00_shiny.png","pokemon_icon_063_00_shiny.jpeg"
"pokemon_icon_064_00.png","pokemon_icon_064_00.jpeg"
"pokemon_icon_064_00_shiny.png","pokemon_icon_064_00_shiny.jpeg"
"pokemon_icon_064_01.png","pokemon_icon_064_01.jpeg"
"pokemon_icon_064_01_shiny.png","pokemon_icon_064_01_shiny.jpeg"
"pokemon_icon_065_00.png","pokemon_icon_065_00.jpeg"
"pokemon_icon_065_00_shiny.png","pokemon_icon_065_00_shiny.jpeg"
"pokemon_icon_065_01.png","pokemon_icon_065_01.jpeg"
"pokemon_icon_065_01_shiny.png","pokemon_icon_065_01_shiny.jpeg"
"pokemon_icon_066_00.png","pokemon_icon_066_00.jpeg"
"pokemon_icon_066_00_shiny.png","pokemon_icon_066_00_shiny.jpeg"
"pokemon_icon_067_00.png","pokemon_icon_067_00.jpeg"
"pokemon_icon_067_00_shiny.png","pokemon_icon_067_00_shiny.jpeg"
"pokemon_icon_068_00.png","pokemon_icon_068_00.jpeg"
"pokemon_icon_068_00_shiny.png","pokemon_icon_068_00_shiny.jpeg"
"pokemon_icon_069_00.png","pokemon_icon_069_00.jpeg"
"pokemon_icon_069_00_shiny.png","pokemon_icon_069_00_shiny.jpeg"
"pokemon_icon_070_00.png","pokemon_icon_070_00.jpeg"
"pokemon_icon_070_00_shiny.png","pokemon_icon_070_00_shiny.jpeg"
"pokemon_icon_071_00.png","pokemon_icon_071_00.jpeg"
"pokemon_icon_071_00_shiny.png","pokemon_icon_071_00_shiny.jpeg"
"pokemon_icon_072_00.png","pokemon_icon_072_00.jpeg"
"pokemon_icon_072_00_shiny.png","pokemon_icon_072_00_shiny.jpeg"
"pokemon_icon_073_00.png","pokemon_icon_073_00.jpeg"
"pokemon_icon_073_00_shiny.png","pokemon_icon_073_00_shiny.jpeg"
"pokemon_icon_074_00.png","pokemon_icon_074_00.jpeg"
"pokemon_icon_074_00_shiny.png","pokemon_icon_074_00_shiny.jpeg"
"pokemon_icon_074_61.png","pokemon_icon_074_61.jpeg"
"pokemon_icon_074_61_shiny.png","pokemon_icon_074_61_shiny.jpeg"
"pokemon_icon_075_00.png","pokemon_icon_075_00.jpeg"
"pokemon_icon_075_00_shiny.png","pokemon_icon_075_00_shiny.jpeg"
"pokemon_icon_075_61.png","pokemon_icon_075_61.jpeg"
